"","frasi","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"261","Sono riuscita a darmi una calmata, a schiarire le idee e a togliermi dalla testa quel brutto pensiero di uccidere Caleb.",2,1,2,2,0,2,0,0,4,0
"262","Non sono un‘assassina, dai.",0,0,0,0,0,0,0,0,0,0
"263","Vedo Trevor arrivare con passo calmo e sicuro, ma non sa dell‘ira che sento dentro nei suoi confronti.",2,1,0,1,1,0,0,1,2,1
"264","Aspetto che apra la macchina per entrare.",0,0,0,0,0,0,0,1,0,0
"265","Entra anche lui e mette in moto.",0,0,0,0,0,0,0,0,0,0
"266","Il tragitto trascorre tranquillo senza che nessuno dei due proferisca parola.",0,1,0,0,2,1,1,2,0,4
"267","Mi lascia davanti casa e scendo con le mie buste, senza salutarlo.",0,0,0,0,0,0,0,0,0,0
"268","«Non mi saluti?» dice sporgendosi dal finestrino.",0,0,0,0,0,0,0,0,0,0
"269","«""No, ma non mi dispiacerebbe"".",0,0,0,0,0,0,0,0,1,0
"270","» ripeto quello che ha detto lui qualche ora prima, imitando la sua voce.",0,0,0,0,0,0,0,1,0,0
"271","«Dai, stavo scherzando.",0,0,0,0,0,0,0,0,0,0
"272","Non dirmi che te la sei pr-» non lo lascio finire di parlare che sono già arrivata alla porta di casa.",0,0,0,0,0,0,0,0,0,1
"273","Entro e salgo di corsa le scale, poi mi cambio e raccolgo i miei lunghi capelli biondi in una coda.",0,0,0,1,0,1,0,0,1,0
"274","Devo andare a correre.",0,0,0,0,0,0,0,0,0,0
"275","La gente che passa mi guarda come se fossi pazza.",0,0,0,0,0,0,0,0,0,0
"276","Beh, forse andare a correre a mezzogiorno, quando le temperature arrivano al massimo, non è proprio l‘ideale.",0,1,0,1,1,0,1,0,1,2
"277","Ma ne ho bisogno.",0,0,0,0,0,0,0,0,0,0
"278","Percorro due volte il quartiere, arrivo fino alla spiaggia e torno indietro.",0,2,1,0,1,0,0,0,1,0
"279","Credo sia passata un‘ora, così torno a casa camminando.",0,0,0,0,0,0,0,0,0,0
"280","Rientro verso le 14:00.",0,0,0,0,0,0,0,0,0,0
"281","Mia madre mi guarda sul viso grondante di sudore.",0,1,0,1,1,1,0,1,1,1
"282","«Ti abbiamo lasciato da mangiare.",0,0,0,0,0,0,0,0,0,1
"283","» dice rivolgendomi un sorriso sincero.",0,1,0,0,3,1,2,4,0,4
"284","Vado a fare una doccia e ritorno in cucina con i capelli ancora bagnati.",1,0,0,0,0,0,0,0,2,1
"285","«Allora, hai qualcuno che ti accompagna questa sera?» mi chiede mio padre.",0,0,0,0,0,0,0,1,0,0
"286","Ripenso a Trevor, a quello che ha detto stamattina e alla nostra litigata.",0,0,0,0,0,0,0,1,0,0
"287","Spero che dopo la nostra discussione sia ancora disposto ad accompagnarmi.",0,1,0,0,0,0,0,1,0,3
"288","«Sì.» rispondo sicura.",0,0,0,0,0,0,0,0,0,0
"289","Credo che mi sia passato tutto, ma mi scorderò difficilmente di quanto accaduto.",0,0,0,0,0,0,0,0,0,0
"290","Glielo rinfaccerò ogni volta che potrò.",0,0,0,0,0,0,0,0,0,0
"291","Finisco velocemente la mia porzione di pizza e torno in camera per scrivere a Trevor.""Stasera mi accompagnerai lo stesso, vero?""",0,0,0,0,1,0,0,2,0,3
"292","Se mi dirà di no sono nei guai.",0,0,0,0,0,0,0,0,1,0
"293","Non saprei proprio a chi chiedere.",0,0,0,0,0,0,0,0,0,0
"294","Mia madre e mio padre si arrabbieranno, perché ho detto loro con certezza che avrei avuto un accompagno.",0,1,0,0,1,1,0,3,1,2
"295","Forse Bryan e Liam?",0,0,0,0,0,0,0,0,0,0
"296","Non ho i loro numeri, potrei chiederlo a Trevor ma non credo che me li darà.",0,0,0,0,0,0,0,0,0,1
"297","I miei pensieri vengono - fortunatamente - interrotti dalla suoneria del mio cellullare.",1,0,0,0,0,0,0,0,1,0
"298","Per una volta spero con tutto il mio cuore che sia Trevor.",0,0,0,0,0,0,0,0,0,0
"299","Vedo il suo nome sullo schermo del telefono e mi affretto a rispondergli.",0,0,0,0,0,0,0,0,0,0
"300","Non posso assolutamente perdere il passaggio.",2,0,1,1,0,2,1,1,2,0
"301","Voglio una mia macchina, l‘ho già detto che odio dipendere dagli altri?«Allie, ti passo a prendere alle nove e un quarto.» dice con tono calmo.",2,1,2,2,0,2,0,3,2,0
"302","Lui non è arrabbiato, quindi tutti i miei pensieri erano solo stupide paranoie.",1,0,1,0,0,0,0,0,1,0
"303","In fondo sapevo che non mi avrebbe mai lasciata a piedi.",0,0,0,0,0,1,0,0,1,0
"304","«Grazie Trev.» dico mentre saltello.",0,0,0,0,0,0,0,0,0,0
"305","Mi sarei risparmiata una punizione.",1,0,1,1,0,0,0,0,1,0
"306","Non sono per niente in vena di passare la serata tra alcool, urla, musica e vomito in giro per la spiaggia.",0,0,2,0,2,2,0,0,1,1
"307","Non sono in vena di quei giochetti che si fanno di solito alle feste, non ho proprio voglia di andare.",0,0,0,0,0,0,0,1,0,1
"308","Ma ormai è troppo tardi per annullare, non voglio passare per la solita asociale guastafeste, anche se il mio cervello mi sta dicendo di rimanere a casa ad ingozzarsi di gelato.",0,0,0,1,0,0,0,0,3,0
"309","Sono sdraiata sul letto a pancia in sotto con le gambe a mezz‘aria mentre sbuffo ogni cinque minuti.",0,0,0,0,0,0,0,0,0,0
"310","L‘orologio davanti a me segna le sei, così decido di cominciare a cambiarmi.",0,2,0,1,0,0,0,0,0,0
"311","Mi faccio un‘altra doccia, dato che oggi il sole ha deciso di ucciderci tutti con questo caldo, e lavo nuovamente i capelli.",1,1,0,0,1,0,1,1,1,1
"312","Ho deciso di iniziare così presto proprio per questo: tutti questi capelli mi prenderanno un sacco di tempo.",0,1,0,0,1,0,1,0,0,1
"313","Li pettino e li asciugo attentamente cercando di fare una piega decente.",0,0,0,0,0,0,0,0,0,1
"314","Dopo un‘ora circa e non ancora soddisfatta del risultato, passo la piastra rendendoli ancora più lisci.",0,2,0,0,1,0,0,1,0,3
"315","Sono sicura che con l‘aria del mare si arricceranno subito.",0,1,0,0,0,0,1,0,1,2
"316","Esco dal bagno e afferro l‘unico vestito estivo che ho in valigia:",0,0,0,0,0,0,1,0,0,2
"317","è nero, arriva a metà coscia e ha le spalline.",0,0,0,0,0,1,0,0,1,0
"318","Ha uno spacco a V in mezzo al seno coperto da un sottile pezzo di stoffa semitrasparente.",0,0,0,0,0,0,0,0,0,0
"319","Dietro lascia la schiena scoperta.",0,0,0,0,0,0,0,0,0,1
"320","«Sobrio.» dico tra me e me mentre mi guardo allo specchio.",0,0,0,0,0,1,0,0,1,0
"321","Questo vestito è tutto tranne che sobrio, ma non ho altro.",0,0,0,0,0,0,0,0,0,0
"322","Infilo un paio di sandali con tacco alto neri e inizio a truccarmi.",0,2,0,0,0,0,0,0,2,0
"323","Metto giusto un filo di mascara e l‘eyeliner.",0,0,0,0,0,0,0,0,0,1
"324","Mi guardo allo specchio e dopo aver spruzzato un pò di profumo posso finalmente dire di esser pronta.",0,0,0,0,0,0,0,0,0,0
"325","Lo sono realmente?",0,0,0,0,0,0,0,0,0,0
"326","Saluto i miei genitori che mi guardano insospettiti, forse dal vestito che indosso.",0,0,0,0,1,0,0,0,0,1
"327","Guardo il braccialetto che mi ha dato Bryan, non credo che berrò.",0,0,0,0,0,0,0,0,0,0
"328","Esco di casa e aspetto Trevor.",0,0,0,0,0,0,0,0,0,0
"329","Cinque minuti, dieci minuti, venti...",0,0,0,0,0,0,0,0,0,0
"330","ma dove diavolo è finito?",1,1,1,1,0,1,0,0,1,0
"331","Finalmente dopo mezz‘ora di ritardo si presenta sotto casa mia con un sorriso a trentadue denti.",1,1,1,1,2,1,2,2,4,2
"332","«Scherzi?!",0,0,0,0,0,0,0,0,0,0
"333","Mezz‘ora di ritardo?» urlo incredula.",3,0,2,2,0,2,2,0,5,0
"334","«Hey, hey, stai calma.",0,0,0,0,0,0,0,0,0,1
"335","L‘ho fatto per una buona causa.» mi dice mentre mi dirigo verso l‘altro sportello.",1,0,1,1,0,1,1,1,1,0
"336","«Di solito voi ragazze siete sempre in ritardo, quindi ho anticipato l‘orario perché sapevo che se ti avessi detto alle 22:00 a quest‘ora non saresti stata pronta.»",1,0,1,1,0,1,0,2,4,1
"337","«È dalle sei e mezza che mi preparo, per le 21:15 ero già pronta.» borbotto mentre lo guardo partire.",0,1,0,0,0,2,1,0,1,0
"338","Forse le sue intenzioni erano buone, diciamo che se fossi stata un‘altra ragazza ci avrebbe azzeccato.",0,0,0,0,0,0,0,0,0,0
"339","Ma io sono Allison.",0,0,0,0,0,0,0,0,0,0
"340","«Non lo sapevo, Allie.",0,0,0,0,0,0,0,0,0,0
"341","La maggior parte delle ragazze mi fanno aspettare ore sotto casa.» dice non distogliendo lo sguardo dalla strada.",0,2,0,0,0,0,1,1,1,1
"342","«Ora lo sai.» affermo.",0,0,0,0,0,0,0,0,0,0
"343","Non sono arrabbiata con lui, perché ha ragione.",0,0,0,0,0,0,0,0,0,0
"344","Non mi conosce.",0,0,0,0,0,0,0,0,0,0
"345","E forse dovrei alzare il mio scudo, perché sento che lui conosce già troppe cose di me.",0,0,0,0,0,0,0,0,0,0
"346","Dovrei chiudermi in me stessa, come un piccolo riccio indifeso, e rimanere la solita ragazza invisibile che sono sempre stata.",0,0,0,2,0,2,1,0,3,0
"347","Apparte stasera.",0,0,0,0,0,0,0,0,0,0
"348","Stasera passerò difficilmente inosservata.",0,0,0,0,0,0,0,0,0,0
"349","Anche per questo odio andare alle feste.",2,0,2,2,0,2,0,0,2,0
"350","Perché tanto ci sarà sempre qualcuno che ti guarderà.",0,0,0,0,0,0,0,0,0,0
"351","Dai maschi in preda agli ormoni alle ragazze che trovano qualche difetto per giudicarti.",2,0,1,2,0,2,0,0,4,0
"352","Guardo Trevor e penso che forse una persona come lui, che infondo ha un animo dolce, non si meriti una compagnia come la mia.",0,1,0,0,1,0,1,1,0,1
"353","Non si merita una persona che per ogni cosa gli urla contro, che risponde in modo scortese e che trova sempre il pelo nell‘uovo.",1,0,1,0,0,0,0,0,2,0
"354","Io, in primis, forse non merito un‘amicizia come la sua.",0,0,0,0,1,0,0,2,0,3
"355","Passiamo troppo tempo assieme, e ho paura che lui cominci a credere che tra noi possa davvero nascere un‘amicizia.",2,2,0,2,1,1,1,1,3,2
"356","Ho paura perché quando meno se l‘aspetterà mi metterò sulla difensiva e  chiuderò tutti i rapporti.",2,1,0,2,0,0,1,0,2,0
"357","Ho paura di dimenticare tutti i momenti belli passati a Manhattan, perché qui creerò una vita parallela.",2,1,0,2,0,0,1,0,3,0
"358","I miei pensieri vengono interrotti dalla calda voce di Trevor, la quale mi avverte che siamo arrivati.",0,0,0,0,0,0,0,0,0,0
"359","«Scusa per prima.» dico guardando le mie mani.",0,0,0,0,0,0,0,0,1,1
"360","È sempre stato difficile per me chiedere scusa.",0,0,0,1,0,1,0,0,2,1
"361","Purtroppo sono una persona orgogliosa.",0,0,0,0,0,1,0,0,1,0
"362","«Tranquilla.",0,0,0,0,0,0,0,0,0,0
"363","Non pensare a quello che hai fatto, stasera ci divertiamo!»",0,0,0,0,0,0,0,1,0,0
"364","Lancia un urlo e si incammina verso la spiaggia.",3,1,1,2,1,1,2,0,2,0
"365","Lo seguo titubante ma divertita dal suo entusiasmo.",0,1,0,0,1,0,1,0,0,1
"366","Come previsto, la spiaggia straborda di gente.",0,2,0,0,1,0,0,0,0,1
"367","Per terra è già pieno di bicchieri di plastica, la musica è ad un volume troppo alto per le mie orecchie e mi chiedo come non possa dare fastidio alle abitazioni vicine.",2,0,1,0,1,1,0,0,3,3
"368","Trevor mi porta da un gruppo di ragazzi.",0,0,0,0,0,0,0,0,1,0
"369","Non ho mai visto nessuno di questi prima d‘ora, apparte Liam.",0,0,0,0,0,0,0,0,0,0
"370","«Sei arrivato finalmente.» dice Liam.",0,0,0,0,0,0,0,0,0,0
"371","«Ha portato compagnia.» se ne esce un altro.",0,0,0,0,0,0,0,0,0,0
"372","Ha i capelli chiari e gli occhi marroni.",0,0,0,0,0,0,0,0,0,0
"373","«Ragazzi, lei è Allie.» dice tirandomi per un braccio, facendomi avvicinare a quelle persone.",0,0,0,0,0,0,0,0,0,0
"374","«Allie, loro sono Mattew, Jacob e Tom. Liam lo conosci già.» me li presenta indicandoli.",0,0,0,0,0,0,0,0,0,0
"375","Il biondo di prima è Mattew.",0,0,0,0,0,0,0,0,0,0
"376","Gli sorrido cordialmente senza proferire parola.",0,0,0,0,0,0,0,1,0,1
"377","«E io?",0,0,0,0,0,0,0,0,0,0
"378","Guarda che mi offendo!» dice una ragazza alle nostre spalle.",0,0,0,0,0,0,0,0,0,0
"379","Trevor fa per parlare ma lei lo zittisce con un gesto della mano.",0,0,0,0,0,0,0,0,0,1
"380","«Faccio da sola.",0,0,0,0,0,0,0,0,0,0
"381","Io sono Lydia.» mi sorride porgendomi la mano.",0,0,0,0,0,0,0,0,0,0
"382","«Allison, ma puoi chiamarmi Allie.» gliela stringo divertita.",0,0,0,0,0,0,0,0,0,0
"383","È una ragazza alta quanto me, ha gli occhi scuri e i capelli castani leggermente mossi che arrivano sulle spalle.",0,0,0,0,0,0,0,0,0,0
"384","«Adesso ce ne andiamo, ragazzi.",0,0,0,0,0,0,0,0,0,0
"385","Ci vediamo a fine serata!» mi prende per la mano e mi porta via da loro.",0,0,0,0,0,0,0,0,0,0
"386","Trevor non sembra affatto preoccupato di quello che sta accadendo, io invece sì.«Allora bellezza, cosa prendiamo?» mi chiede dopo esser arrivate al piccolo chiosco.",0,0,0,0,1,1,0,0,2,1
"387","«Vodka lemon.» affermo io.È l‘unica cosa che ho assaggiato oltre al Rum e Cola, quindi dico il primo dei due che mi viene in mente.",0,0,0,0,0,0,0,0,0,2
"388","«Anche per me!»",0,0,0,0,0,0,0,0,0,0
"389","Il barista ci porge i nostri drink, e insieme alziamo il polso per mostrargli il braccialetto.",0,0,0,0,0,0,0,2,0,1
"390","Lui ci sorride e ce ne andiamo.",0,0,0,0,0,0,0,0,0,0
"391","Seguo Lydia fino ad uno dei piccoli focolari che si trovano sulla sabbia e ci sediamo su un pezzo di legno.",0,0,0,0,0,0,0,0,0,0
"392","«Allora, da dove vieni?» mi chiede cominciando a bere.",0,0,0,0,0,0,0,0,1,0
"393","Prendo anche io un sorso dal mio bicchiere e le rispondo.",0,0,0,1,0,0,1,0,0,0
"394","«Da Manhattan.» «Distante da qui, eh...?» mi dice.",0,0,0,0,0,0,0,0,0,0
"395","«E ti piace il posto?» continua.",0,0,0,0,0,0,0,0,0,0
"396","Panico, come dovrei rispondere?",0,0,0,1,0,0,0,0,1,0
"397","Spazio autriceRagazzi!",0,0,0,0,0,0,0,0,0,0
"398","Sicuramente vi sarete accorti che i capitoli sono più corti.",0,0,0,0,0,0,0,1,0,0
"399","È così.",0,0,0,0,0,0,0,0,0,0
"400","Ho appurato che facendoli così lunghi possono diventare noiosi.",0,0,0,0,0,0,0,0,0,0
"401","Buona serata!«Devo ancora ambientarmi.» dico titubante.",0,0,0,0,0,0,0,0,0,1
"402","Non voglio che continui a scavare nel mio passato, non voglio che continui a chiedere cose su di me.",0,0,0,0,0,0,0,0,0,0
"403","«Tu sei di qui?» dico, cercando di bere velocemente il mio drink.",0,0,0,0,0,0,0,0,1,0
"404","Magari libero un pò la testa e smetto di pensare così tanto.",0,0,0,0,0,0,0,0,0,0
"405","«Sì, nata e cresciuta qui a Los Angeles.» dice con fierezza.",0,0,0,0,0,0,0,0,0,0
"406","Si gira e spalanca gli occhi.",0,0,0,0,0,0,0,0,0,0
"407","«C‘è Evans!»",0,0,0,0,0,0,0,0,0,0
"408","Chi è ""Evans""?",0,0,0,0,0,0,0,0,0,0
"409","Seguo il suo sguardo e noto la figura di Caleb.",0,0,0,0,0,0,0,0,0,1
"410","Intuisco che Evans sia il suo cognome.",0,0,0,0,0,0,0,0,0,0
"411","«È un tipo misterioso.",0,0,0,0,1,0,0,1,0,1
"412","Non l‘ho mai visto da queste parti...",0,0,0,0,0,0,0,0,0,0
"413","o meglio dire, viene raramente ad una festa.»",0,1,0,0,1,0,1,0,0,1
"414","Le vorrei dire che già lo conosco, che mi ha dato della perditempo, che si è preso gioco di me davanti ai suoi amici.",0,1,0,0,0,0,1,0,1,0
"415","Ma rimango zitta e continuo a bere il mio drink.",0,0,0,0,0,0,0,0,1,0
"416","Il bruciore che fino a poco fa sentivo nella gola svanisce ogni sorso che mando giù.«Lasciamo perdere Caleb e divertiamoci.» le dico mentre mi alzo.",2,0,2,2,0,2,2,0,3,0
"417","Mi meraviglio di me stessa, ho ripetuto le stesse parole di Trevor.",1,0,0,0,0,0,0,0,1,0
"418","Lydia, sentendomi chiamare il moro con il proprio nome, mi guarda insospettita.",0,0,0,0,0,0,0,0,0,0
"419","Ma faccio finta di non sentire il suo sguardo addosso.",0,0,0,0,0,0,0,0,0,0
"420","Ci buttiamo in pista e cominciamo a ballare, anche se io sono un pò impacciata.",0,0,0,0,0,0,0,0,0,0
"421","Mi sento ridicola, in mezzo a tutta questa gente.",0,0,0,0,0,0,0,0,0,0
"422","Mi chiedo se dall‘esterno si noti che sono una persona che non frequenta questo genere di cose.",0,0,0,0,0,0,0,0,0,0
"423","Quel poco alcool che ho in corpo scaccia via tutti i pensieri e fa muovere il mio corpo a tempo di musica.",0,1,0,0,1,1,0,0,0,1
"424","Sento in sottofondo il rumore del mare e posso dire che mi sto...",0,0,0,0,0,0,0,0,1,1
"425","divertendo.",0,0,0,0,0,0,0,0,0,0
"426","Mi fermo per dire qualcosa a Lydia, ma non la trovo più davanti a me.",0,0,0,0,0,0,1,0,0,0
"427","Mi sento persa, Trevor non è nei paraggi e nella mia visuale c‘è solo Ronnie.",0,0,0,0,0,0,0,0,0,0
"428","Non andrò mai da lei.",0,0,0,0,0,0,0,0,0,0
"429","«Alla fine sei venuta.» dice qualcuno alle mie spalle, appoggiando una mano sul mio fianco.",0,0,0,0,0,0,0,0,0,0
"430","Mi giro di scatto scostando quella mano da me.",0,0,0,0,0,0,0,0,0,0
"431","Fortunatamente è Bryan.",0,0,0,0,0,0,0,0,0,0
"432","«S - si, sono venuta.» dico continuando a guardarmi intorno.",0,0,0,0,0,0,0,0,0,0
"433","«Ti stai divertendo?» continua, ed io annuisco.",0,0,0,0,0,0,0,0,0,0
"434","Sono tanto persa nei miei pensieri che sinceramente neanche lo sto ascoltando.",0,0,0,0,0,0,0,0,0,0
"435","Fa per dire qualcosa ma io me ne vado prima, raggiungendo il focolare più vicino alla riva.",0,1,0,0,0,0,0,1,0,2
"436","Lontano da tutti, dalla musica, dell‘odore di alcool e di sudore.",1,0,1,1,1,1,0,0,2,1
"437","Mi siedo su un tronco e guardo il mare, beandomi della vista di quel cielo stellato.",0,1,0,0,1,0,0,0,0,3
"438","Inspiro il profumo della salsedine e chiudo gli occhi.",0,0,0,0,0,0,0,0,0,0
"439","Mi chiedo cosa ci faccia io qui.",0,0,0,0,0,0,0,0,0,0
"440","Com‘è possibile che io sia a Los Angeles?",0,0,0,0,0,0,0,0,0,0
"441","Due settimane fa ero nel mio piccolo appartamento insieme ad Alicia e Ivy.",0,0,0,0,0,0,0,1,1,1
"442","Stavamo guardando qualche film strappalacrime.",0,0,0,0,0,0,0,0,0,0
"443","Ora sono qui, lontana da loro, lontana da Manhattan, lontana dalla mia scuola.",0,0,0,0,0,0,0,1,0,0
"444","Mi chiedo perché io sia venuta a questa stupida festa, mi chiedo come abbia fatto a cadere nella trappola di Trevor e farmi abbindolare così da lui.",0,1,0,0,1,1,1,1,1,1
"445","Mi chiedo perché non abbia finto un malessere all‘ultimo momento, sarei probabilmente nel mio amato letto a sognare gelato e pasticcini.",1,0,1,0,0,1,0,0,3,0
"446","Invece sono qui, da sola, davanti al mare.",0,0,0,0,0,0,0,0,0,1
"447","Davanti a questa miriade di stelle, con il vento che sembra sussurrarmi qualcosa.",0,0,0,0,0,0,0,0,0,0
"448","Questa pace viene interrotta da dei passi pesanti.",0,1,0,0,1,0,0,1,0,1
"449","Sembra che qualcuno si stia buttando sulla sabbia.",1,0,1,0,0,0,0,0,1,0
"450","Mi giro ed è Trevor.",0,0,0,0,0,0,0,0,0,0
"451","Ubriaco.",0,0,1,0,0,0,0,0,1,0
"452","Non posso credere che si sia realmente ridotto così, deve riportarmi a casa!«Trevor!» lo chiamo.",0,0,0,0,0,0,0,0,0,0
"453","Si sta avvicinando pericolosamente all‘acqua.",0,0,0,0,0,0,0,0,0,0
"454","Riesco a tirarlo per la maglietta e a spingerlo verso di me.",0,0,0,0,0,0,0,0,0,0
"455","«Ma cosa fai?!",0,0,0,0,0,0,0,0,0,0
"456","Sei ubriaco!» urlo incredula.",2,0,2,1,0,1,2,0,2,0
"457","Mollo la presa e torno a sedermi, per mia fortuna mi segue barcollando.",0,2,0,0,3,0,3,1,0,3
"458","«Trevor, non posso crederci!» dico mettendomi le mani tra i capelli.",0,0,0,0,0,1,0,0,1,0
"459","Sono nei guai seri, ed ora chi mi riporterà a casa?",0,0,0,0,0,0,0,0,0,0
"460","«Come hai fatto a ridurti così?» continuo, parlando con la mummia che ho di fianco.",0,0,0,0,0,0,0,1,0,0
"461","«Dai, Allie.",0,0,0,0,0,0,0,0,0,0
"462","Non fare l‘antipatica...",0,0,0,0,0,0,0,0,0,0
"463","mi stavo divertendo con Mattew.» farfuglia con voce impastata.",0,0,0,0,0,0,0,0,0,0
"464","Piagnucolo qualcosa tra me, quando Trevor si sdraia sulle mie gambe.",0,0,0,0,0,1,0,0,1,0
"465","Questa è la goccia che fa traboccare il vaso.",0,0,2,1,0,0,0,0,2,0
"466","«Cazzo, alzati subito!» dico.",1,1,1,1,0,0,2,0,2,1
"467","«No, le tue gambe sono così soffici.» dice accarezzandomi il polpaccio con la mano.",0,0,0,0,0,0,0,0,1,0
"468","Punto uno, sento che sta per vomitare sulle mie gambe.",0,0,0,0,0,0,0,0,0,0
"469","Punto due, non deve toccarmi.",0,0,0,0,0,0,0,0,0,0
"470","Gli do un pugno sul braccio e lui lo ritira subito.",1,1,0,1,0,1,2,0,2,1
"471","«Trevor, alzati se non vuoi che ti riempa di lividi.» dico, cercando di spingerlo per le spalle.",0,0,0,0,0,0,0,0,0,0
"472","Non ce la faccio, è troppo pesante per me.",0,0,0,1,0,0,0,0,0,0
"473","Sto per sbuffare, ma d‘un tratto non trovo più Trevor sulle mie gambe.",0,0,0,0,0,0,0,0,0,0
"474","«Che succede qui?» dice una voce profonda.",0,0,0,0,0,0,0,0,0,0
"475","È lui.",0,0,0,0,0,0,0,0,0,0
"476","Caleb alterna lo sguardo tra me e Trevor.",0,0,0,0,0,1,0,0,1,0
"477","«Trevor, sei ubriaco!» urla lui, dandogli uno schiaffo talmente forte da fargli girare il volto.",2,0,1,0,0,0,1,1,3,1
"478","Sussulto a quel suo comportamento.",0,0,0,0,0,0,0,0,0,0
"479","«Ti avevo detto che mi servivi questa sera.» lascia il corpo di Trevor a terra e si passa una mano tra i capelli frustrato.",1,0,0,0,0,1,0,1,2,1
"480","«Andiamo.» ringhia tra i denti, coricandolo in spalla.",0,0,0,0,0,1,0,1,1,1
